index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
620142,673,2,0.0,615,1,1,0.0,0,45.70010405044013
460092,83,1,1381017600.0,367,1,0,0.0,0,4112.856363354705
169260,976,3,0.0,598,1,0,0.0,0,-1427.4839913879414
177084,637,6,1370304000.0,518,1,0,0.0,0,4618.531394475832
645354,122,2,1404172800.0,714,1,1,0.0,0,7544.3616775854125
645737,898,1,0.0,1013,1,1,0.0,0,2488.9691825945074
272578,1080,4,0.0,710,1,0,0.0,0,-819.0644538801325
600374,291,1,0.0,1290,1,1,0.0,0,4260.93666019646
566038,24,4,1362096000.0,711,1,0,0.0,1,5967.695980932166
381862,1096,7,0.0,0,0,0,0.0,0,-6982.171868935267
535335,637,5,0.0,860,1,0,0.0,0,98.01137040880258
499411,1002,2,1423180800.0,850,1,1,0.0,0,8337.528600049649
625219,666,1,1412294400.0,497,1,0,0.0,0,4969.358577056032
61823,1089,7,0.0,0,0,0,0.0,0,-6978.424446739375
653471,334,6,0.0,515,1,0,0.0,0,-2013.0296066056098
441789,300,6,0.0,951,1,0,0.0,1,661.6370987880273
155435,207,1,0.0,1166,1,0,0.0,0,2249.6741924056487
226567,683,3,0.0,854,1,0,0.0,0,170.5875291872153
107330,1094,2,0.0,394,1,1,0.0,0,-1354.2001239726724
149417,700,4,1441584000.0,576,1,0,0.0,0,5421.382232366194
191690,959,2,0.0,744,1,0,0.0,0,-481.15102540351563
146544,766,7,0.0,0,0,0,0.0,0,-6932.4906208733
383603,1011,6,1375747200.0,977,1,0,0.0,0,7379.452073552954
452941,570,5,0.0,676,1,0,0.0,0,-1010.1511244165731
629103,685,2,1381276800.0,689,1,1,0.0,0,7200.0342601747225
30258,158,3,0.0,681,1,1,0.0,1,487.305692818677
219501,66,5,0.0,522,1,0,0.0,1,-1854.0454035974726
528607,76,2,0.0,1080,1,1,0.0,0,2959.479280027065
397525,572,3,0.0,458,1,0,0.0,0,-2222.143823839103
314281,184,6,1415577600.0,510,1,0,0.0,0,4853.972730066521
489418,1034,5,1370995200.0,775,1,1,0.0,0,7454.11122138721
182776,559,7,1383868800.0,0,0,0,0.0,0,-184.01971776671326
335928,862,2,0.0,1561,1,0,0.0,1,4515.69134251105
198358,171,2,1415664000.0,962,1,1,0.0,0,9104.50109719461
400219,33,7,1405123200.0,0,0,0,0.0,0,-6.703645219174177
427476,936,4,0.0,963,1,1,0.0,0,2011.8104656120768
31892,948,2,0.0,1682,1,1,0.0,0,6497.351764931961
109374,371,6,1365120000.0,551,1,0,0.0,0,4832.974280330992
385320,242,1,1399248000.0,378,1,1,0.0,0,5519.306776526616
517169,133,5,0.0,622,1,0,0.0,0,-1275.8432177645982
369733,1031,1,0.0,681,1,1,0.0,0,453.87204722652405
71343,850,4,1372723200.0,710,1,1,0.0,0,7154.044032340887
42363,860,5,1430870400.0,833,1,1,0.0,0,8126.355667953828
612665,836,6,1370563200.0,301,1,0,0.0,0,3268.1657577782016
428563,965,6,0.0,908,1,0,0.0,0,286.8105352531702
610249,1096,1,0.0,763,1,1,0.0,0,940.9084080454195
669222,504,3,1394323200.0,836,1,1,0.0,1,8143.751528820055
484348,230,1,0.0,1327,1,0,0.0,1,3239.7463049837743
194089,826,1,1360627200.0,1170,1,1,0.0,0,10063.679891243362
328888,975,2,0.0,767,1,1,0.0,1,946.0607804113288
485880,602,2,0.0,547,1,0,0.0,1,-1612.1900985423863
699868,953,5,0.0,553,1,1,0.0,0,-541.9124463224098
265929,187,6,1360540800.0,491,1,0,0.0,0,4471.239355478646
154648,792,5,0.0,599,1,0,0.0,0,-1507.756132595332
376328,1035,4,0.0,744,1,1,0.0,0,666.6349420176794
530275,523,3,0.0,1515,1,1,0.0,1,5500.233481192762
441109,723,4,1365033600.0,461,1,0,0.0,1,4362.291647751476
26050,1025,7,0.0,0,0,0,0.0,0,-6968.873634043754
247671,18,7,1427846400.0,0,0,0,0.0,0,107.09174455429002
615467,997,3,1394323200.0,378,1,1,0.0,1,5288.790962739776
267972,400,6,1368144000.0,805,1,0,0.0,0,6386.189918463025
22318,1047,2,1378512000.0,491,1,0,0.0,0,4662.456483209738
430083,819,1,1360368000.0,472,1,0,0.0,0,4544.839419280122
510014,668,1,1391644800.0,1562,1,1,0.0,0,12617.384886547843
343803,585,4,0.0,666,1,0,0.0,0,-1015.6476192627133
85161,99,1,1412294400.0,404,1,0,0.0,0,4490.528846256059
505852,965,6,0.0,847,1,0,0.0,0,-84.67233755798134
266131,590,4,0.0,376,1,1,0.0,0,-1505.2320481515653
397091,709,2,1423180800.0,1682,1,1,0.0,0,13438.497889821167
112013,58,7,0.0,0,0,0,0.0,0,-6829.922993046584
492019,409,7,1409616000.0,0,0,0,0.0,0,-39.989486268731525
73240,850,6,1428105600.0,826,1,0,0.0,0,6741.633304026539
203948,1058,3,1370217600.0,737,1,1,0.0,0,7331.361174727524
603210,1067,7,0.0,0,0,0,0.0,0,-6979.875216109504
82813,777,1,0.0,0,0,0,0.0,1,-6576.889011728415
634511,155,3,0.0,632,1,1,0.0,0,167.21982903877324
28171,598,1,0.0,871,1,1,0.0,0,1674.3598318166187
198571,493,2,1389052800.0,902,1,1,0.0,0,8564.04139395195
70073,628,7,1394236800.0,0,0,0,0.0,1,-125.20571112413745
551321,524,1,0.0,1193,1,0,0.0,1,2382.1119104407835
509286,966,4,1365033600.0,585,1,0,0.0,1,5080.409027278828
24413,1022,5,0.0,791,1,0,0.0,1,-355.20953252272375
367168,380,3,1399075200.0,1720,1,1,0.0,0,13543.718726413623
103724,132,3,0.0,579,1,1,0.0,0,-147.10933299867793
704886,400,5,0.0,999,1,0,0.0,0,975.7850002460991
568270,988,4,0.0,790,1,1,0.0,0,951.4194703451722
627934,906,2,0.0,1476,1,1,0.0,0,5246.038388823124
520091,1028,2,1368230400.0,689,1,1,0.0,0,7088.076946033761
505933,1100,6,0.0,484,1,0,0.0,0,-2310.8693972310202
67603,759,1,0.0,607,1,0,0.0,0,-1227.5018081057688
96570,223,1,0.0,716,1,0,0.0,0,-487.70642146917
696883,936,7,0.0,0,0,0,0.0,0,-6961.752814766036
216455,780,6,1446854400.0,341,1,0,0.0,0,3893.2091913597915
472114,259,5,0.0,2677,1,1,0.0,0,12472.187784156773
437836,131,6,1378857600.0,582,1,0,0.0,0,5119.983174353781
467331,251,3,0.0,2241,1,1,0.0,0,9935.973735611125
423483,1079,6,0.0,517,1,0,0.0,0,-2106.522305477082
533535,1003,3,1399075200.0,1029,1,1,0.0,0,9251.678611754338
82465,980,4,1368057600.0,450,1,0,0.0,0,4258.566517228362
245480,654,2,0.0,766,1,1,0.0,0,969.5845716987296
155723,966,4,0.0,517,1,0,0.0,1,-1957.3749589056406
167485,1020,1,0.0,929,1,0,0.0,0,691.3963238093174
574217,969,3,0.0,610,1,1,0.0,0,-83.58814494028229
307718,1038,2,1435968000.0,490,1,0,0.0,1,4951.673963478851
250666,516,3,1410048000.0,453,1,0,0.0,1,4620.268141294945
233447,733,1,0.0,3171,1,0,0.0,0,14361.521112896458
9408,595,6,0.0,1881,1,0,0.0,0,6258.757629821251
532318,260,3,0.0,962,1,1,0.0,1,2176.4921914575416
213221,768,6,1359763200.0,1251,1,0,0.0,0,9004.065974589408
149118,940,1,0.0,627,1,0,0.0,0,-1132.7636435881632
643815,364,4,0.0,563,1,0,0.0,0,-1612.430822445619
205464,506,3,0.0,763,1,0,0.0,1,-339.37798693833975
172737,671,3,0.0,507,1,1,0.0,1,-645.7713787515959
358803,300,6,0.0,862,1,0,0.0,0,103.83158744173033
432064,84,2,0.0,1563,1,1,0.0,0,5895.330394371543
243176,219,4,1436054400.0,455,1,1,0.0,0,6001.048560746646
165487,934,5,0.0,764,1,1,0.0,0,748.080599942632
206630,125,3,1420329600.0,1906,1,1,0.0,1,14833.302710084867
380228,176,3,1365724800.0,757,1,1,0.0,0,7557.028988627458
278339,223,2,0.0,675,1,0,0.0,0,-795.029259308164
125602,326,1,0.0,429,1,1,0.0,0,-974.1223408246587
707930,339,2,0.0,745,1,1,0.0,0,883.4732303649234
647013,872,3,1438646400.0,659,1,0,0.0,1,5956.588021802388
404917,579,7,0.0,0,0,0,0.0,0,-6907.687021786801
607690,974,5,0.0,1599,1,0,0.0,0,4541.130451721879
63394,979,7,1449187200.0,0,0,0,0.0,0,73.4609854154578
334403,880,3,1396742400.0,806,1,1,0.0,0,7904.194502335408
440195,910,7,0.0,0,0,0,0.0,0,-6955.802429773623
87636,1084,6,1428364800.0,614,1,0,0.0,0,5420.208108009295
189540,92,5,1449360000.0,453,1,0,0.0,0,4742.369028499995
18218,14,6,0.0,402,1,0,0.0,0,-2648.3062272007382
396021,587,1,0.0,960,1,0,0.0,1,957.9204472631991
442052,230,4,0.0,856,1,1,0.0,0,1463.2109489024551
397202,689,6,0.0,589,1,0,0.0,0,-1612.2694952075954
251121,599,1,0.0,1096,1,1,0.0,0,3040.095539072053
463013,596,7,0.0,0,0,0,0.0,0,-6910.6394213750755
655331,576,1,1383436800.0,749,1,0,0.0,0,6373.914807041777
327407,141,4,0.0,493,1,0,0.0,0,-2003.0462204118312
355157,751,1,0.0,0,0,0,0.0,1,-6575.461719723743
654124,877,5,1357171200.0,925,1,0,0.0,0,7046.7237909391015
602473,375,2,0.0,948,1,1,0.0,0,2113.2217900367896
414480,230,1,1407801600.0,988,1,0,0.0,0,7997.1421879935415
574764,545,3,0.0,1087,1,1,0.0,0,2877.3620678634043
136740,1022,1,1364947200.0,1093,1,1,0.0,0,9588.74484909997
240843,597,3,0.0,756,1,1,0.0,1,878.0193550006234
130323,559,7,1407283200.0,0,0,0,0.0,0,-69.89102970284421
688030,1024,6,0.0,825,1,0,0.0,0,-228.49172172524686
43133,36,2,0.0,1205,1,1,0.0,0,3729.28935727071
172856,702,2,0.0,351,1,1,0.0,1,-1542.054584693553
446048,623,7,1380672000.0,0,0,0,0.0,0,-211.03650746473159
36534,105,4,0.0,483,1,0,0.0,0,-2056.149540171099
612801,902,2,0.0,648,1,1,0.0,0,213.29189811052856
256750,11,6,1446595200.0,786,1,0,0.0,0,6707.867630200047
623446,1039,5,0.0,629,1,0,0.0,0,-1365.0725061303701
63314,102,1,0.0,1174,1,1,0.0,0,3587.6600802975145
238452,543,5,0.0,175,1,0,0.0,1,-4032.5417593237007
43919,827,4,1391212800.0,1910,1,0,0.0,1,13286.312131212362
258378,110,3,1407628800.0,647,1,1,0.0,0,7102.35896002515
59774,945,1,1430438400.0,698,1,1,0.0,1,7534.749440376482
31637,582,3,1417564800.0,749,1,0,0.0,0,6431.021407242691
673741,554,4,0.0,428,1,0,0.0,0,-2460.8044607648612
659942,486,2,1407369600.0,384,1,0,0.0,1,4245.171717349554
349639,637,6,0.0,520,1,0,0.0,0,-2023.80578505818
394865,806,5,0.0,578,1,0,0.0,0,-1639.4923213683333
255648,887,6,0.0,462,1,0,0.0,0,-2411.7002394139677
379128,374,6,1428105600.0,668,1,0,0.0,0,5847.2874905845465
540897,1025,5,1364774400.0,804,1,0,0.0,1,6345.141940133738
662220,638,2,1370649600.0,431,1,0,0.0,1,4330.630021345948
160268,123,6,1441411200.0,490,1,0,0.0,0,4867.945887554409
654290,905,4,0.0,1108,1,1,0.0,0,2895.8115903440967
599039,536,5,1367625600.0,989,1,0,0.0,1,7553.749424346953
651027,763,7,1420156800.0,0,0,0,0.0,0,-41.3080868118459
553569,191,6,1381190400.0,694,1,0,0.0,0,5802.506246363503
271750,957,4,0.0,948,1,1,0.0,0,1918.9226260349633
709864,268,4,1428278400.0,618,1,1,0.0,0,6943.111943999434
300796,654,6,1373328000.0,266,1,0,0.0,0,3097.779256017063
413674,612,6,1373328000.0,388,1,0,0.0,0,3844.5253254316403
8402,747,3,0.0,567,1,0,0.0,1,-1564.0000842360605
310059,656,6,0.0,380,1,0,0.0,0,-2877.279032101723
319105,368,5,1367625600.0,592,1,0,0.0,1,5167.027830874505
689752,959,3,0.0,552,1,0,0.0,0,-1709.1146921456248
516276,329,2,1425254400.0,708,1,1,0.0,0,7581.443438868605
338342,97,3,0.0,535,1,0,0.0,1,-1667.4564516165728
666229,314,2,0.0,661,1,1,0.0,1,394.28038881046905
8353,463,7,1446336000.0,0,0,0,0.0,0,134.6261017689294
386012,258,1,0.0,0,0,0,0.0,0,-6521.989962142958
471619,283,3,0.0,621,1,0,0.0,0,-1190.1453200474589
612347,556,1,0.0,754,1,0,0.0,0,-309.2149693038655
514445,388,5,0.0,1211,1,1,0.0,0,3541.303683947667
396179,67,3,1394323200.0,837,1,1,0.0,1,8215.290788136484
590638,725,5,0.0,677,1,1,0.0,0,245.75886425262615
683448,219,4,1370476800.0,416,1,1,0.0,0,5441.812845589079
218062,1077,2,1443744000.0,479,1,0,0.0,0,4900.211338025924
706606,322,4,0.0,589,1,0,0.0,0,-1448.8453545064012
453487,814,3,0.0,581,1,1,0.0,1,-218.9787093436653
240904,134,7,0.0,0,0,0,0.0,0,-6842.003372098178
326681,54,4,1383782400.0,657,1,0,0.0,0,5724.95113208227
272937,662,5,0.0,854,1,1,0.0,0,1333.5675499750687
11415,126,7,0.0,0,0,0,0.0,0,-6838.885677509324
436957,1001,6,0.0,471,1,0,0.0,0,-2375.0065227458726
171033,657,4,0.0,598,1,0,0.0,0,-1437.946484438794
632521,590,4,0.0,319,1,0,0.0,0,-3128.2688187017015
179002,193,3,0.0,0,0,0,0.0,1,-6606.406509613657
345971,168,6,0.0,465,1,0,0.0,0,-2290.3739535235245
463457,16,1,0.0,839,1,0,0.0,0,286.7816526805136
674866,244,1,1364860800.0,738,1,1,0.0,0,7538.045722443111
479231,545,7,1438473600.0,0,0,0,0.0,0,80.58203763222537
369184,1032,6,0.0,492,1,0,0.0,0,-2251.24505177006
564608,290,5,0.0,987,1,1,0.0,0,2193.323874417726
421305,548,4,0.0,335,1,1,0.0,0,-1749.7328050569176
312789,733,1,1396915200.0,3508,1,1,0.0,1,24482.581743782455
548456,654,4,1370476800.0,716,1,1,0.0,0,7203.845243199062
195259,272,6,1365120000.0,377,1,0,0.0,0,3788.786026223942
669573,1017,3,0.0,1176,1,1,0.0,0,3349.4053573421525
599293,708,2,0.0,462,1,1,0.0,0,-889.2721834762742
33900,819,4,1438387200.0,454,1,1,0.0,0,5921.413320608307
74619,99,3,0.0,372,1,0,0.0,0,-2673.8553367153927
284898,982,2,1381536000.0,710,1,0,0.0,0,6015.594877389419
402135,683,5,1425427200.0,0,0,1,0.0,1,1401.897904605431
447277,194,3,0.0,373,1,0,0.0,0,-2684.685411296079
588164,853,2,0.0,1201,1,1,0.0,0,3582.2955525582684
456931,53,1,0.0,650,1,1,0.0,1,423.4300871459245
221701,281,4,1372723200.0,508,1,1,0.0,0,6006.983832848752
535271,101,2,1391904000.0,879,1,1,0.0,0,8491.812908522505
171677,440,5,1430870400.0,769,1,1,0.0,1,7814.340449411832
226127,994,2,0.0,435,1,1,0.0,0,-1091.5294912015834
414979,168,2,0.0,930,1,1,0.0,1,2052.7831270584875
500051,48,7,0.0,0,0,0,0.0,0,-6831.796096772716
329177,652,6,0.0,501,1,0,0.0,0,-2141.2995845904916
541113,934,6,1414800000.0,474,1,0,0.0,0,4521.072799125818
124681,223,6,0.0,589,1,0,0.0,0,-1542.6246256282748
284177,378,5,0.0,0,0,0,0.0,1,-6747.084836648535
90749,865,3,0.0,624,1,1,0.0,0,20.675155766874923
237894,466,5,0.0,861,1,0,0.0,0,131.33485171978737
506152,789,5,0.0,546,1,0,0.0,0,-1832.517715597708
622882,61,7,1436140800.0,0,0,0,0.0,0,137.94281066576423
34430,765,4,0.0,1068,1,1,0.0,0,2678.172581775266
268594,673,1,0.0,500,1,0,0.0,0,-1867.2557000744137
368485,258,3,0.0,444,1,0,0.0,0,-2261.644147150316
602478,740,3,1407628800.0,499,1,1,0.0,0,6108.712440762901
202788,1080,1,0.0,764,1,0,0.0,0,-320.61596700274913
675955,918,5,0.0,661,1,1,0.0,0,119.8852798033231
611958,857,6,0.0,1004,1,0,0.0,0,884.4322602530056
597571,837,1,1357516800.0,482,1,1,0.0,0,5861.153173157073
317074,516,7,1420243200.0,0,0,0,0.0,0,-2.3536101995614445
380943,446,2,0.0,505,1,0,0.0,0,-1861.5579723263954
649251,835,4,0.0,0,0,1,0.0,0,-5503.774428667437
386136,140,7,1362182400.0,0,0,0,0.0,0,-230.523325644318
411910,207,3,0.0,1584,1,1,0.0,0,5948.867407546822
119756,961,4,0.0,668,1,1,0.0,0,217.51023092904506
251963,772,2,0.0,507,1,1,0.0,0,-621.9902946561378
292719,1089,2,1391904000.0,1050,1,1,0.0,0,9390.685170244036
77065,521,3,1399075200.0,421,1,1,0.0,0,5629.144831720033
206967,823,5,0.0,600,1,0,0.0,0,-1506.6024254366548
521339,436,6,0.0,426,1,0,0.0,0,-2567.6695499729753
363365,483,7,1409702400.0,0,0,0,0.0,0,-49.15952984543128
481077,215,2,0.0,333,1,0,0.0,0,-2874.642216275097
711386,109,5,0.0,802,1,0,0.0,0,-179.80780247401617
66970,858,1,0.0,590,1,1,0.0,0,-71.74269618824837
435729,425,4,1430611200.0,501,1,1,0.0,0,6222.853866429495
426284,357,5,0.0,905,1,0,0.0,1,430.4272459887834
435236,255,1,1422835200.0,575,1,1,0.0,0,6829.094238038136
199039,798,6,1435795200.0,343,1,0,0.0,0,3849.222066713409
99250,366,6,0.0,304,1,0,0.0,0,-3295.593257517617
580140,534,2,1435968000.0,510,1,0,0.0,1,5143.729908226923
254820,179,5,0.0,1176,1,1,0.0,0,3360.9472318469207
155130,258,2,1362787200.0,464,1,0,0.0,1,4552.293075652561
503682,693,5,0.0,384,1,0,0.0,1,-2785.95576915835
288534,999,4,0.0,685,1,1,0.0,1,331.40142072519484
67050,834,6,0.0,492,1,0,0.0,0,-2220.0602783080094
174771,512,4,0.0,1410,1,0,0.0,1,3536.6355938543993
442288,818,2,0.0,662,1,1,0.0,0,311.99046008988444
606734,534,6,1386633600.0,606,1,0,0.0,0,5243.975555130787
431156,1084,2,0.0,1099,1,1,0.0,0,2930.206261093711
424121,34,2,1443830400.0,861,1,0,0.0,0,7371.730296083572
557753,101,4,0.0,686,1,0,0.0,0,-825.9808040937396
520831,187,1,1422921600.0,885,1,1,0.0,0,8723.110285113926
376589,20,1,0.0,1041,1,1,0.0,0,2788.313068775461
7670,828,7,0.0,0,0,0,0.0,0,-6940.25933976307
303546,434,1,1386460800.0,823,1,1,0.0,1,8152.844313409495
236740,738,1,1428192000.0,864,1,1,0.0,0,8543.874326220819
145734,351,5,1404345600.0,569,1,1,0.0,0,6465.347261848115
134420,1020,4,0.0,905,1,0,0.0,0,376.1987320879698
691699,86,7,1383868800.0,0,0,0,0.0,0,-120.04483369730133
233889,266,3,0.0,573,1,1,0.0,0,-204.05315365038769
653554,608,5,0.0,1024,1,1,0.0,0,2371.552363967009
481046,708,5,0.0,493,1,1,0.0,1,-851.9141806433081
423103,734,3,1398988800.0,605,1,1,0.0,0,6713.543680776723
693486,776,7,1436140800.0,0,0,0,0.0,0,34.0555998350319
90193,1060,2,1378252800.0,853,1,1,0.0,0,8132.754414250095
119482,182,2,0.0,507,1,1,0.0,0,-535.6306178958885
525167,542,3,0.0,431,1,0,0.0,0,-2383.035914581023
239754,602,1,1370390400.0,610,1,0,0.0,0,5465.382004517226
